idx	cluster	cluster_dist	count	motif
38	2	0.8234896805546099	606	('how>*', 'how>how')
39	3	0.8594473068445982	237	('are_*', 'how>*')
40	2	0.8806802002464409	135	('are_*', 'are_how', 'how>*')
41	1	0.736943678747192	6324	('has>*',)
42	1	0.8132103263205382	4224	('has>*', 'has_*')
43	3	0.9067458797875786	211	('has>*', 'has_*', 'has_made')
44	1	0.8536000773834245	5337	('has_*',)
45	3	0.7960701233451211	413	('has_*', 'has_made')
46	3	0.9000873155972718	155	('are_*', 'are_how')
47	5	0.6738606117724609	3625	('take_*', 'will>*')
48	0	0.768506897972342	3519	('tell_*', 'will>*')
49	0	0.7855157366823031	7648	('tell_*',)
50	0	0.7641679281125476	4582	('tell_*', 'tell_will')
51	1	0.6555004137864515	7039	('take_*',)
52	1	0.666598348708135	5551	('take_*', 'take_will')
53	2	0.9760910237090825	1236	('been_*',)
54	3	1.0037722744517088	669	('been_*', 'been_has')
55	0	1.0397449265766137	127	('been_*', 'been_in')
56	0	0.8610532132230115	516	('which>*',)
57	0	1.0100717617167236	175	('which>*', 'which>which')
58	2	0.7984321480036579	460	('who>*',)
59	2	0.7207950747698114	118	('says_*',)
60	5	0.7648674344117605	1215	('do_*', 'will>*')
61	7	0.866756236720053	406	('welcome_*', 'will>*')
62	4	0.7246002960663749	4210	('do_*',)
63	4	0.8156040414352057	2554	('do_*', 'do_will')
64	7	0.7805198779267472	1902	('welcome_*',)
65	6	0.5405181779104961	2181	('accept_*', 'accept_is', 'does>*')
66	6	0.5299538963542626	2416	('accept_*', 'accept_does', 'accept_is')
67	6	0.5317289190986765	2973	('accept_*', 'accept_is')
68	5	0.6595103594103443	2990	('ensure_*', 'ensure_will', 'will>*')
69	5	0.6708019452322215	4237	('ensure_*', 'ensure_will')
70	0	0.7150691815523756	3538	('say_*',)
71	0	0.8808099722377123	229	('say>*', 'say_*')
72	2	0.9267263892682074	1506	('on>*',)
73	4	0.8239457239107777	6266	('given>*',)
74	4	0.9160911556614849	2584	('given>*', 'given>that')
75	1	0.7414517457660733	340	('introduce_*',)
76	1	0.7057761983133122	220	('introduce_*', 'introduce_will')
77	5	0.9462955804550839	268	('ensure_*', 'ensure_is', 'ensure_will', 'will>*')
78	5	0.9481185708779801	303	('ensure_*', 'ensure_is', 'will>*')
79	5	0.7172953550948257	1859	('make_*', 'will>*')
80	5	0.8085935093499355	266	('make_*', 'make_sure', 'will>*')
81	5	0.8863618227506745	449	('ensure_*', 'ensure_is', 'ensure_will')
82	5	0.8581821011848888	544	('ensure_*', 'ensure_is')
83	5	0.7279885170464816	3816	('make_*',)
84	4	0.8585074665028141	430	('make_*', 'make_sure')
85	4	0.44368174803724153	21062	('what>*',)
86	3	0.7546266697763193	453	('given_*', 'what>*')
87	3	0.7443542191259848	271	('given_*', 'given_what', 'what>*')
88	3	0.7665509635165162	220	('given_*', 'given_to', 'what>*')
89	4	0.8353836253488952	3870	('given_*',)
90	3	0.9138124590719189	545	('given_*', 'given_is')
91	3	0.7854363546797776	102	('given_*', 'given_is', 'given_to')
92	3	0.7589083421184288	482	('given_*', 'given_to')
93	3	0.7094315340456455	235	('given_*', 'given_to', 'given_what')
94	3	0.7113878606109394	316	('given_*', 'given_what')
95	1	0.7853612617372634	8455	('if>*',)
96	0	0.8619507843893028	219	('are_*', 'if>*')
97	6	0.7867862508685542	323	('are_*', 'are_why')
98	0	0.8187650671913824	545	('be_*', 'be_can')
99	2	0.9693225379929353	143	('be_*', 'be_right')
100	4	0.8022758473186721	115	('can>*', 'ensure_*')
101	5	1.0031228139315496	206	('hold_*',)
102	5	0.8640400829161953	100	('hold_*', 'hold_will')
103	1	0.5203726079106691	9631	('in>*',)
104	1	0.6471415936100159	290	('be_*', 'in>*')
105	1	0.6891034938191196	254	('be_*', 'be_in', 'in>*')
106	0	0.7870774039996264	465	('be_*', 'be_there', 'be_will')
107	0	0.7127416535068228	225	('be_*', 'be_in', 'be_will')
108	0	0.7637886554957831	889	('be_*', 'be_there')
109	1	0.641866448216243	549	('be_*', 'be_in')
110	2	0.7647480441993646	1382	('was_*',)
111	6	0.7601439959693288	784	('was>*', 'was_*')
112	2	0.7280903017329299	1003	('was>*',)
113	4	0.546856466122906	1394	('doing_*', 'what>*')
114	4	0.5317555558345832	576	('doing_*', 'doing_are')
115	4	0.9163291165812172	165	('doing_*', 'doing_about')
116	4	0.5174986388829697	1041	('what>*', 'what>are')
117	4	0.549911215975069	1584	('doing_*',)
118	4	0.5333884377790163	8983	('what>*', 'what>what')
119	3	0.9435461881549954	103	('put_*', 'what>*')
120	5	0.8389211095898814	1198	('put_*',)
121	5	0.955380680223645	208	('put_*', 'put_on')
122	0	0.9864376914989144	105	('put_*', 'put_what')
123	4	0.8646055090385397	2704	('given>*', 'given_*')
124	0	0.9102286274899035	832	('meet_*', 'will>*')
125	0	0.899852278858608	1052	('meet_*',)
126	0	0.8960033857648115	933	('meet_*', 'meet_will')
127	5	0.6809000998210925	5824	('may>*',)
128	5	0.8388050052935032	1028	('ask_*', 'may>*')
129	5	0.6394043444512634	3415	('ask_*',)
130	5	0.7641962683695144	2101	('ask_*', 'ask_may')
131	6	0.6881091358338683	39645	('is>*',)
132	2	0.7837551981052122	144	('who>*', 'who>is')
133	4	0.7777899218795943	401	('commit_*', 'will>*')
134	4	0.8091718273556796	266	('commit_*', 'commit_to', 'will>*')
135	4	0.788321623162407	566	('commit_*',)
136	4	0.7886650447851831	376	('commit_*', 'commit_to')
137	1	0.8513679137140051	186	('ensure_*', 'if>*')
138	1	0.858890092433685	144	('ensure_*', 'ensure_will', 'if>*')
139	6	0.7829676157753759	1208	('is_*', 'is_in')
140	2	0.9257144288015807	114	('is_*', 'is_fair')
141	1	0.6354782524352973	19341	('is_*', 'is_aware')
142	4	0.9827696494020206	104	('assured_*',)
143	0	0.8423177295837535	7053	('confirm_*', 'will>*')
144	0	0.8233119856363894	9898	('confirm_*',)
145	0	0.8190250546624026	7726	('confirm_*', 'confirm_will')
146	7	0.9660499930789729	185	('agree_*', 'agree_on')
147	7	0.9240515359982279	145	('agree_*', 'on>*')
148	1	0.7762648264554398	8464	('when>*',)
149	5	0.6967872322569841	348	('raise_*',)
150	5	0.6421970656089765	216	('raise_*', 'raise_will')
151	5	0.7718828875021821	127	('raise_*', 'raise_with')
152	4	0.763945144243949	1276	('assure_*', 'can>*')
153	4	0.7869050702728057	1529	('assure_*', 'assure_can')
154	6	0.7448768608056893	602	('in>*', 'is_*', 'is_in')
155	6	0.746661680402935	670	('in>*', 'is_*')
156	5	0.8410851867710881	648	('try_*',)
157	6	0.7910395151288391	340	('instead>*',)
158	6	0.7931262157774421	295	('instead>*', 'instead>of')
159	6	0.7580205244403926	2065	('do>*',)
160	1	0.9722670988636647	128	('do>*', 'need_*')
161	7	0.8684244158939752	443	('need_*',)
162	7	0.7432715297447579	187	('need_*', 'need_do')
163	7	0.9126818520818839	113	('need_*', 'need_do', 'need_not')
164	6	0.866801621160544	149	('need_*', 'need_not')
165	5	0.9341360503746141	246	('express_*',)
166	0	0.9674296581662436	138	('in>*', 'think_*')
167	2	1.0013971872845588	121	('in>*', 'think_*', 'think_does')
168	6	0.7558977995389704	3796	('think_*',)
169	6	0.7383764372138036	3282	('think_*', 'think_does')
170	6	0.7653310183825872	965	('think_*', 'think_is')
171	6	0.9761562892838597	133	('think_*', 'think_does', 'think_in')
172	1	0.9680967586778969	157	('think_*', 'think_in')
173	5	0.8767823694714365	106	('ensure_*', 'ensure_be', 'ensure_will')
174	5	0.9183764283613952	124	('ensure_*', 'ensure_be')
175	6	0.5492243990693377	1886	('accept_*', 'will>*')
176	6	0.7141331740188304	415	('accept_*', 'accept_is', 'will>*')
177	6	0.6554477997925284	457	('accept_*', 'accept_is', 'accept_will')
178	6	0.5609653077629897	2075	('accept_*', 'accept_will')
179	6	0.7764930534376777	108	('accept_*', 'accept_from')
180	6	0.7850654799009437	925	('if>*', 'is_*')
181	6	0.8376999354845629	712	('is_*', 'is_are')
182	0	0.8547294478814788	282	('if>*', 'if>there')
183	1	0.7585539454000707	161	('is>*', 'is_*', 'is_possible')
184	5	0.9788851769188665	116	('is>*', 'is_*', 'that>*')
185	1	0.833602637886611	245	('is_*', 'is_possible')
186	1	0.9417006140013356	209	('is_*', 'that>*')
187	1	0.9647185484939012	141	('is>*', 'that>*')
188	5	0.7454578825203946	328	('make_*', 'make_to')
189	7	0.8548099455352532	793	('that>*',)
190	7	1.033434776911061	123	('if>*', 'if>so', 'is_*')
191	7	1.0470934263587515	106	('if>*', 'if>so', 'is_*', 'is_so')
192	2	1.0586829445726742	202	('is_*', 'is_so')
193	0	0.7989700073959732	1235	('if>*', 'if>so')
194	0	0.9841740746331533	259	('what>*', 'what>what', 'what_*')
195	4	0.8556849242559782	525	('what_*',)
196	4	0.9536795920686801	383	('what>*', 'what_*', 'what_what')
197	7	0.4513481401379316	1623	('agree_*', 'agree_are')
198	2	0.7540717923088395	891	('recall_*',)
199	3	0.927423739315643	919	('how>*', 'how>many')
200	2	0.8956653585607891	422	('how>*', 'is_*')
201	2	0.8532270623913506	311	('how>*', 'how>much')
202	6	0.7992937622194403	978	('appreciate_*',)
203	6	0.759316340103435	767	('appreciate_*', 'appreciate_does')
204	6	0.6339221371802879	1025	('realise_*', 'realise_does')
205	6	0.6306104549975033	1145	('realise_*',)
206	1	0.733091489728334	2125	('should>*',)
207	7	0.914649230957269	139	('prove_*',)
208	2	0.8816365544085855	2675	('are>*',)
209	4	0.6221883851025203	1099	('taking_*',)
210	4	0.5787589990833012	434	('taking_*', 'taking_are')
211	0	0.8089549264682587	6730	('have_*',)
212	1	0.8323424686876777	573	('have_*', 'have_may')
213	0	0.858704843058603	165	('as>*', 'have_*')
214	1	0.6659690871524185	5483	('as>*',)
215	2	1.0458816111639677	198	('is_*', 'is_to')
216	0	0.9854930089611149	123	('be_*', 'what>*', 'what>what')
217	0	0.8956088909198827	498	('be_*', 'what>*')
218	0	0.9083993201308759	397	('be_*', 'be_what', 'what>*')
219	0	0.8972877162936912	210	('be_*', 'be_what', 'be_will', 'what>*')
220	0	0.8875934170086538	272	('be_*', 'be_will', 'what>*')
221	0	0.8607523289181551	281	('be_*', 'be_what', 'be_will')
222	0	0.8496585154434229	516	('be_*', 'be_what')
223	0	0.9344475432657512	128	('be_*', 'be_available')
224	2	0.7862460107750029	3061	('when>*', 'when>will')
225	3	0.7946571234616302	215	('be_*', 'when>*', 'when>will')
226	3	0.7662399437071824	312	('be_*', 'when>*')
227	3	0.7651557307962406	250	('be_*', 'be_will', 'when>*')
228	4	0.8732509402626418	315	('be_*', 'be_able', 'be_will')
229	0	0.8884398472616866	420	('be_*', 'be_able')
230	0	0.9802813736797714	132	('promise_*',)
231	2	0.7856125265515046	100	('deny_*', 'will>*')
232	0	0.8085829582705794	214	('deny_*',)
233	5	0.6362015141776285	3345	('consider_*', 'will>*')
234	5	0.7586615669821243	399	('examine_*', 'will>*')
235	5	0.6284125393532513	5608	('consider_*',)
236	5	0.6561050528882085	133	('consider>*', 'consider_*')
237	5	0.7046226236917866	556	('examine_*',)
238	5	0.7074176966895959	501	('examine_*', 'examine_will')
239	6	0.6427513662075895	5925	('is_*', 'is_not')
240	6	0.5915420163280154	2800	('is>*', 'is>not', 'is_*', 'is_not')
241	6	0.5872192677072885	4871	('is>*', 'is>not')
242	2	0.9567155868323123	219	('is_*', 'when>*')
243	5	0.7042991254071436	3270	('will_*',)
244	3	0.7559489121561352	337	('given_*', 'what>*', 'what>what')
245	3	0.7621298763090596	216	('given_*', 'given_what', 'what>*', 'what>what')
246	3	0.6997573834248364	177	('given_*', 'given_to', 'what>*', 'what>what')
247	5	0.9552384784902301	158	('given_*', 'given_has', 'what>*')
248	3	0.9283882652996366	112	('given_*', 'given_has', 'given_to', 'given_what')
249	3	0.826901430178269	188	('given_*', 'given_has', 'given_to')
250	0	0.8523849197702503	384	('given_*', 'given_has')
251	4	0.9595872907789929	106	('given_*', 'given_been', 'given_has')
252	3	0.9838432117513133	170	('given_*', 'given_been')
253	1	0.6629108037009409	3282	('be_*', 'be_would')
254	1	0.6301142841289998	2121	('be_*', 'would>*')
255	1	0.7347150091939287	496	('be_*', 'would>*', 'would>not')
256	1	0.6921899610471351	4540	('would>*',)
257	1	0.7128918347315901	1015	('would>*', 'would>not')
258	5	0.7263200320322106	2583	('look_*',)
259	7	0.941282611745024	118	('look_*', 'look_to')
260	6	0.7183032570301823	462	('acknowledge_*', 'does>*')
261	6	0.623456837969682	1384	('acknowledge_*',)
262	6	0.6879801687507794	497	('acknowledge_*', 'acknowledge_does')
263	4	0.8083021531458409	791	('how>*', 'how>will')
264	2	0.9361177796222426	413	('how_*',)
265	4	0.9564144507216938	276	('how>*', 'how_*', 'how_how')
266	4	0.8531290875644396	103	('how_*', 'how_will')
267	3	0.8862115189190835	277	('received_*',)
268	3	0.8644010809233198	182	('received_*', 'received_has')
269	1	0.8681191378882097	202	('review_*', 'will>*')
270	1	0.8857092021466769	305	('review_*',)
271	0	0.9760509632730283	132	('assure_*', 'assure_is', 'assure_will')
272	0	0.8840960084664385	223	('assure_*', 'assure_is')
273	0	0.8598974458215559	531	('reassure_*', 'will>*')
274	0	0.8251473348228611	1003	('reassure_*',)
275	0	0.8403440849927585	605	('reassure_*', 'reassure_will')
276	0	0.7709901694993989	1189	('can>*', 'give_*')
277	0	0.7775268165072057	2455	('give_*', 'give_can')
278	3	0.7899905139458301	341	('give_*', 'in>*')
279	1	0.8496380522380934	242	('give_*', 'give_will', 'in>*')
280	1	0.7700879875768625	150	('in>*', 'in>considering')
281	1	0.8405219011580337	271	('give_*', 'give_in', 'give_will')
282	5	1.0164222888059469	117	('give_*', 'give_in', 'give_to')
283	3	0.798338742431565	394	('give_*', 'give_in')
284	0	0.8276240867797403	416	('confirm_*', 'confirm_be', 'will>*')
285	0	0.760836938751641	495	('confirm_*', 'confirm_be', 'confirm_will')
286	0	0.7052475120773163	657	('confirm_*', 'confirm_be')
287	2	0.8616071316895038	1827	('are>*', 'are_*')
288	6	0.8535606019916028	587	('are>*', 'are>not', 'are_*')
289	6	0.8804058305796924	724	('are>*', 'are>not')
290	6	0.724865619307065	329	('has>*', 'has>not', 'has_*')
291	6	0.8077608605704495	452	('has>*', 'has>not')
292	5	1.0638439785141125	116	('introduced_*',)
293	6	0.7819646243799661	700	('mean_*',)
294	6	0.8173879470122418	496	('mean_*', 'mean_does')
295	2	0.954749820309502	100	('and>*',)
296	5	0.8112392697710958	197	('convey_*',)
297	5	0.838245988707468	167	('convey_*', 'convey_will')
298	5	0.8984583965334456	106	('respond_*', 'will>*')
299	5	0.9544604746697635	245	('respond_*',)
300	5	0.9409259561648867	150	('respond_*', 'respond_to', 'respond_will')
301	5	0.9331964927443016	167	('respond_*', 'respond_will')
302	1	0.6270629827028171	2136	('be_*', 'be_not', 'be_would')
303	1	0.6181488845028708	1511	('be_*', 'be_not', 'would>*')
304	1	0.6276315973225374	2802	('be_*', 'be_not')
305	5	0.727530954614058	1742	('look_*', 'will>*')
306	5	0.7411945116038571	1229	('look_*', 'look_at', 'will>*')
307	5	0.7252813134481713	2230	('look_*', 'look_will')
308	5	0.7380105651092553	1745	('look_*', 'look_at')
309	6	0.6660533256619445	676	('acknowledge_*', 'will>*')
310	6	0.6201831037364167	787	('acknowledge_*', 'acknowledge_will')
311	2	0.7036588978694983	1389	('how>*', 'how>can')
312	0	0.8528219677742956	104	('refuse_*',)
313	4	0.6075068474562549	1606	('do_*', 'what>*')
314	4	0.7569490776756721	877	('do_*', 'do_will', 'what>*')
315	4	0.8149505393341065	1331	('what>*', 'what>will')
316	4	0.7903218302229943	1030	('do_*', 'do_what', 'do_will')
317	4	0.6105843156497832	1790	('do_*', 'do_what')
318	4	0.7257546253628102	256	('work_*',)
319	4	0.7877358597184436	188	('work_*', 'work_will')
320	4	0.7678644633395838	148	('work_*', 'work_with')
321	2	0.5774879769644501	6071	('why>*',)
322	2	0.7095691373506476	1127	('why>*', 'why>is')
323	7	0.8970717483238929	326	('remind_*', 'will>*')
324	1	0.8039328336024846	912	('remind_*',)
325	7	0.7757900154087578	435	('remind_*', 'remind_will')
326	6	0.9412139636087058	1235	('given>*', 'given>that', 'given_*')
327	6	0.7402927369628418	266	('is>*', 'is_*', 'is_have')
328	6	0.8446186095995037	393	('is_*', 'is_have')
329	5	0.7745137966392257	1058	('thank_*',)
330	7	0.8043374039874897	873	('am_*',)
331	6	0.678686299109573	1173	('believe_*', 'does>*')
332	6	0.6749765732963005	1890	('believe_*',)
333	6	0.6942908977040346	1605	('believe_*', 'believe_does')
334	5	0.9182926728070625	682	('pay_*',)
335	1	0.6533529971276011	2017	('learned_*',)
336	4	0.8865455203719154	901	('to>*',)
337	5	0.8972742187572604	314	('add_*',)
338	5	0.9082996664423406	226	('add_*', 'add_to')
339	6	0.6912371562788266	4596	('does>*', 'does_*')
340	6	0.6947587309843934	5385	('does_*',)
341	2	0.9064443346447466	135	('regret_*',)
342	2	0.8449983662580802	117	('regret_*', 'regret_does')
343	2	0.8492715423584637	171	('how>*', 'is_*', 'is_how')
344	2	0.9429391241285229	122	('how>*', 'how>is', 'is_*')
345	2	0.8126642081370034	191	('is_*', 'is_how')
346	2	0.8466268473348663	251	('how>*', 'how>is')
347	1	0.744365499973995	314	('be_*', 'be_not', 'would>*', 'would>not')
348	2	0.9964097572507983	172	('have_*', 'have_did')
349	7	0.9966473127954889	285	('during>*',)
350	2	0.8741345343831198	1601	('can>*', 'tell_*')
351	3	1.0071693111749005	120	('can>*', 'tell_*', 'tell_is')
352	0	0.8464408211853476	2131	('tell_*', 'tell_can')
353	0	0.9221242558361162	193	('tell_*', 'tell_can', 'tell_is')
354	0	0.7648047624584327	724	('tell_*', 'tell_is')
355	4	0.6896860551605132	832	('what>*', 'what>can')
356	2	0.876814873371752	352	('say_*', 'what>*')
357	2	0.9197770239383445	251	('say_*', 'say_to', 'say_what')
358	3	0.771896526885538	888	('say_*', 'say_can')
359	2	0.953597627054208	414	('say_*', 'say_to')
360	2	0.8517170165833058	411	('say_*', 'say_what')
361	2	1.0107388976018958	236	('say_*', 'say_in')
362	5	0.6595862846044799	112	('consider_*', 'consider_making', 'will>*')
363	5	0.6359126397483913	4664	('consider_*', 'consider_will')
364	5	0.6603188943862208	169	('consider_*', 'consider_making')
365	6	0.7572372887356735	144	('agree_*', 'agree_does', 'while>*')
366	6	0.6900592178993433	163	('agree_*', 'while>*')
367	1	0.8232195070309832	1592	('while>*',)
368	5	0.7622255769045919	222	('consider_*', 'when>*')
369	5	0.9489596146027511	164	('consider_*', 'consider_introducing')
370	2	0.860487791021421	949	('get_*',)
371	2	0.9032022769846476	437	('get_*', 'get_will')
372	7	0.5300275175965521	223	('agree_*', 'agree_is', 'agree_with', 'does>*')
373	7	0.5188286037308172	1603	('agree_*', 'agree_with', 'does>*')
374	7	0.5300129045694042	307	('agree_*', 'agree_is', 'agree_with')
375	7	0.5079927161690322	2035	('agree_*', 'agree_with')
376	2	0.7690976347850483	496	('why>*', 'why>has')
377	3	0.7760257388730066	1217	('taken_*',)
378	3	0.8821947717726774	324	('taken_*', 'taken_has')
379	2	0.7840432448632982	197	('going_*', 'when>*')
380	2	0.8002579992049403	174	('when>*', 'when>is')
381	4	0.77099155220025	1099	('going_*',)
382	4	0.844906968093053	715	('going_*', 'going_is')
383	2	0.7107646698376828	617	('why>*', 'why>do')
384	1	0.8650554490359826	145	('insist_*',)
385	6	0.8174755402366455	384	('has>*', 'seen_*')
386	6	0.7356820786166047	531	('seen_*',)
387	6	0.808603987502649	433	('seen_*', 'seen_has')
388	5	0.7699128637832524	743	('support_*',)
389	2	0.7588253084015929	238	('remember_*', 'remember_does')
390	2	0.7912433335595696	407	('remember_*',)
391	2	0.8086497176270139	257	('answer_*', 'will>*')
392	2	0.7217266097002268	394	('answer_*',)
393	2	0.7247531142677811	312	('answer_*', 'answer_will')
394	0	0.8655903070635664	109	('answer_*', 'answer_now')
395	2	0.8284253455443592	507	('does>*', 'show_*')
396	2	0.8163089494879581	394	('does>*', 'show_*', 'show_not')
397	2	0.7861945832614423	895	('show_*',)
398	2	0.77737989666073	544	('show_*', 'show_does')
399	2	0.7711174547739853	434	('show_*', 'show_does', 'show_not')
400	2	0.8057703437984431	487	('show_*', 'show_not')
401	7	0.5423843939542828	253	('agree_*', 'agree_do', 'agree_does')
402	7	0.5509144107090287	357	('agree_*', 'agree_do')
403	7	1.0270909807301576	265	('are_*', 'are_in')
404	2	0.7616256001829897	1470	('understand_*',)
405	2	0.76653283583959	1148	('understand_*', 'understand_does')
406	2	0.7308523640796226	251	('understand_*', 'understand_does', 'understand_not')
407	2	0.7395833441025206	284	('understand_*', 'understand_not')
408	1	0.7372405715601272	603	('bear_*', 'will>*')
409	1	0.9270562636251563	233	('that>*', 'will>*')
410	1	0.6823524029986247	984	('bear_*',)
411	6	0.8381130401721184	319	('want_*',)
412	1	0.7108155349610841	196	('as>*', 'ask_*')
413	1	0.7159013953222999	163	('as>*', 'ask_*', 'ask_may')
414	7	0.7514101182582228	162	('agree_*', 'agree_needs', 'does>*')
415	7	0.7833871160840055	188	('agree_*', 'agree_needs')
416	7	0.7339196384196178	137	('is_*', 'is_essential')
417	1	0.7781950331593939	1119	('should>*', 'should>not')
418	2	0.8439396274777465	289	('why>*', 'why>have')
419	0	0.9470751028685808	107	('got_*',)
420	7	0.8233177986843382	118	('take_*', 'take_from', 'will>*')
421	7	0.8234600567034601	136	('take_*', 'take_from', 'take_will')
422	7	0.929374642173627	202	('take_*', 'take_from')
423	0	0.9260757781004263	301	('confirm_*', 'confirm_in', 'confirm_will')
424	0	0.8593023431850091	206	('confirm_*', 'confirm_further')
425	0	0.9240580161910089	362	('confirm_*', 'confirm_in')
426	0	0.9442420591461671	637	('further>*',)
427	0	0.9305389752681266	531	('further>*', 'further>to')
428	7	0.5677648545167691	256	('agree_*', 'agree_make')
429	7	0.4490207756157018	186	('agree_*', 'agree_does', 'although>*')
430	7	0.45078976529301495	210	('agree_*', 'although>*')
431	6	0.8612380295291058	620	('do>*', 'do>not')
432	2	0.9420573707286249	117	('do>*', 'show_*')
433	2	0.8359424533106136	273	('stand_*',)
434	2	0.8285678456416948	780	('can>*', 'explain_*')
435	2	0.5928117956687637	3332	('explain_*',)
436	2	0.7523232384891272	1020	('explain_*', 'explain_can')
437	0	0.9553688823129427	527	('be_*', 'if>*')
438	0	0.8451739007513385	330	('be_*', 'be_is')
439	4	0.7330797484920102	1185	('give_*', 'what>*')
440	0	1.0067976571696422	111	('give_*', 'give_would', 'what>*')
441	4	0.7744923775087659	1365	('give_*', 'give_what')
442	0	0.9304614574628713	134	('give_*', 'give_what', 'give_would')
443	0	0.8506243508325669	184	('give_*', 'give_would')
444	2	0.7602142455643431	134	('stop_*', 'when>*')
445	2	0.8471930703770398	109	('stop_*', 'stop_when', 'when>*')
446	2	0.6495955051718612	507	('stop_*',)
447	2	0.6798929944416404	357	('stop_*', 'stop_will')
448	2	0.9317000117316581	312	('start_*',)
449	2	1.0367850554909368	120	('start_*', 'start_will')
450	1	0.8903609791655672	116	('be_*', 'be_given', 'be_would')
451	1	0.833568869372225	108	('be_*', 'be_given', 'be_not')
452	1	0.8211631714362658	201	('be_*', 'be_given')
453	6	0.7959509511489469	473	('is_*', 'is_concerned')
454	6	0.8915342228933011	224	('even>*',)
455	5	0.781086597797467	172	('keep_*', 'will>*')
456	5	0.9314532774276918	316	('keep_*',)
457	5	0.8437220429281442	206	('keep_*', 'keep_will')
458	1	0.9085564534961176	563	('is_*', 'is_aware', 'is_is')
459	6	0.7531663891564422	1306	('is>*', 'is_*', 'is_is')
460	6	0.6865446360713958	1866	('is_*', 'is_is')
461	1	0.7702541923914293	522	('make_*', 'make_clear', 'will>*')
462	5	0.752627472603834	2514	('make_*', 'make_will')
463	1	0.7962362278018419	708	('make_*', 'make_clear', 'make_will')
464	1	0.8046486178438869	828	('make_*', 'make_clear')
465	7	0.4551584302160346	861	('agree_*', 'agree_have')
466	1	0.9382388246031383	178	('like_*',)
467	2	0.677186206832147	701	('explain_*', 'explain_to')
468	2	0.7308807740382391	374	('explain_*', 'explain_is')
469	1	0.7844066481572994	1142	('could>*',)
470	5	0.6726381624498803	1117	('urge_*',)
471	5	0.7599334380797725	411	('urge_*', 'urge_will')
472	6	0.7890054685809212	107	('acknowledge_*', 'acknowledge_is', 'does>*')
473	6	0.8087955002534554	119	('acknowledge_*', 'acknowledge_does', 'acknowledge_is')
474	6	0.7660568076145325	304	('acknowledge_*', 'acknowledge_is')
475	7	0.9280809774336732	235	('does>*', 'make_*')
476	6	0.8134403801955096	162	('does>*', 'make_*', 'make_does')
477	2	0.8289475938033514	105	('does>*', 'make_*', 'make_not')
478	2	0.847689577199227	381	('make_*', 'make_not')
479	2	0.7795918951180878	129	('make_*', 'make_does', 'make_not')
480	2	0.8136345223462944	240	('make_*', 'make_does')
481	0	0.7639126076917266	540	('can>*', 'say_*')
482	4	0.9214428317945578	246	('assure_*', 'assure_continue')
483	1	0.8240501724695569	605	('in>*', 'in>particular')
484	5	0.9402088736316108	111	('give_*', 'give_therefore')
485	0	0.8104534096984305	330	('in>*', 'tell_*')
486	0	0.821030165090372	384	('tell_*', 'tell_in')
487	3	0.5781813388827929	2006	('made_*',)
488	1	0.7872013034267169	354	('made_*', 'made_be')
489	3	0.7941301922237857	183	('made_*', 'made_will')
490	3	0.6705789339646745	278	('made_*', 'made_in')
491	1	0.8202888637643327	197	('give_*', 'when>*')
492	1	0.7962512412895695	140	('give_*', 'give_will', 'when>*')
493	2	1.0013915870698824	148	('does_*', 'what>*')
