idx	aarc	cluster	cluster_dist	count
70	that_*	7	0.8851755437043822	136
71	reassure_*	3	0.7647496136007551	728
72	remind_*	6	0.7153010089011467	1849
73	are_however	6	1.02453114308214	650
74	are_*	4	0.9613106972671658	30518
75	is_in	6	0.8913558847290081	5373
76	is_there	7	1.06148628881445	13512
77	came_*	2	0.9000263621027048	479
78	if>*	0	0.8864293627267708	16325
79	set_up	0	1.068992242601048	632
80	set_was	0	1.071328233481454	186
81	set_by	0	1.0655328835213544	126
82	set_*	0	1.0633075544661905	2429
83	there>*	3	1.121033019650133	22151
84	there>is	7	1.087569431818697	10195
85	as_*	2	0.8837721846732302	806
86	as_for	2	0.8372895759258459	288
87	undoubtedly>*	3	1.059549130023098	102
88	committed_are	4	0.8647590249166577	435
89	is_take	7	0.7516672063579535	777
90	had_*	4	0.8992383159429191	5360
91	had_has	4	1.019732932965666	581
92	been_*	3	1.0947200771447922	12761
93	been_have	3	1.0906070875787497	5444
94	there>have	3	1.0898560241963724	843
95	been_there	3	1.0976929814375673	3751
96	hope>*	7	0.8768161926458706	174
97	expect_*	0	0.7921545653081737	2132
98	hope_come	7	1.0638553833925999	176
99	hope>that	7	0.8228190605386606	100
100	proceeding_*	0	0.8950059884859122	128
101	hope_*	7	0.7492478748413625	13637
102	set_is	0	1.0645255442530528	191
103	set_out	0	1.0607158529030578	1011
104	are_under	3	0.9438592292971275	385
105	am_sure	5	0.6484177033871684	9499
106	am_not	5	0.7556125362137769	2638
107	are_course	6	0.9987477192601523	347
108	are_are	4	0.9809252165760902	363
109	are_there	4	1.041538949730182	7594
110	is_continue	7	0.816751619732236	565
111	makes_*	4	0.6404079881629031	5559
112	is_pay	6	0.9147807452715845	150
113	is_why	7	0.843736954770446	487
114	is_see	7	0.9587438680758036	447
115	have_*	0	0.9308728157295645	23497
116	have_also	4	0.8943125960021119	499
117	have_however	0	0.9608566956818266	486
118	welcome_to	5	0.860883221833429	387
119	welcome_*	5	0.892193573420505	3840
120	agree_with	7	0.44722304325522383	9753
121	agree_*	7	0.4444949036966044	14770
122	agree_on	7	0.4696430808904973	175
123	based_*	2	0.9744640471347656	578
124	based_on	2	0.973061892514835	522
125	based_be	1	0.9471484916613433	107
126	say_to	0	0.8975588105069298	1103
127	say_be	0	0.8924235896804052	167
128	say_*	0	0.8938638244241814	4122
129	say_will	0	0.8847570205909855	214
130	since>*	2	0.9933154019921062	1432
131	even>*	2	1.004277001891157	688
132	set_have	0	1.0634917507505957	705
133	set_in	0	1.062153048400755	511
134	saw_*	7	0.9606961072697078	586
135	was_at	2	0.8316748174684463	317
136	was_*	2	0.7587687033639378	13185
137	are_in	4	0.9312274012451042	2675
138	are_good	7	0.9235848431725796	129
139	when>*	2	0.8235248257286489	5110
140	tell_*	0	0.8227088485279993	2546
141	tell_can	0	0.8163283845221648	1527
142	is_is	7	0.9069233177531671	8753
143	is_regrettable	7	0.9924131786351367	102
144	requires_*	4	0.9217619112977908	363
145	are_also	4	1.014063870853409	266
146	there>are	4	1.0479045081383807	5713
147	assure_continue	3	0.8541392023457322	155
148	assure_is	3	0.8573979856988478	392
149	assure_can	3	0.8051554737777807	2127
150	give_*	0	0.788125442190755	4292
151	rest_*	3	0.8485059389065942	165
152	stop_*	7	0.9816939356664915	240
153	studied_*	2	1.0551200058978802	151
154	last>*	4	0.9481342076058342	840
155	let_*	2	0.802306271963428	3728
156	was_there	2	0.942618716848605	1444
157	there>was	6	0.9867020040120099	807
158	let>*	2	0.8022871448903605	2806
159	pay_*	7	0.7979232340572898	2428
160	is_like	2	0.8799445894979052	174
161	is_brought	7	0.7941091514154335	116
162	is_therefore	6	0.7688615222306106	557
163	made_clear	3	0.8522358058668525	3924
164	made_have	3	0.8463999701584232	4430
165	made_*	3	0.8442735863137466	11545
166	provided_have	4	0.829510812570482	372
167	provided_*	3	0.8952909476155758	1100
168	provided_be	3	0.9565182855151662	123
169	provided_is	3	0.9298618817427978	139
170	think_*	6	0.8282070997859333	12654
171	want_obviously	5	0.7434876712923383	105
172	obviously>*	5	0.8206174508861713	1982
173	want_*	4	0.8983984295512739	7494
174	invited_*	0	0.9692719384972196	230
175	visit_*	5	0.9302461132212644	140
176	hope_agree	7	0.7378633308600675	223
177	seen_*	4	1.043362875920283	2061
178	seen_have	4	1.0412166649443606	1645
179	have_consider	1	0.8570422109301037	232
180	have_will	0	0.8022490905773147	2994
181	is_make	7	0.8604295681210531	1224
182	is_help	4	0.9910168076440382	213
183	investigated_*	3	0.874168185474736	156
184	believe_*	6	0.6229504159221865	9179
185	believe_be	6	0.6535659005283404	818
186	hope_be	3	0.9597239264797908	1722
187	do_*	7	0.9388314178254363	4999
188	have_certainly	5	0.9638119604485808	172
189	do_should	7	0.980280889972379	229
190	am_is	5	0.8091495151558178	459
191	dealing_with	4	0.9220850694906896	229
192	dealing_*	4	0.9227914685027272	235
193	have_look	5	0.841881586531112	206
194	dealing_are	4	0.9243863548531608	161
195	but>*	6	0.9049883604902542	2111
196	have_be	0	0.8659620808033448	552
197	looked_have	5	0.8526028468372945	315
198	looked_at	5	0.8376273590603629	593
199	looked_*	5	0.8314783397992805	778
200	realise_*	6	0.8386211663808425	789
201	is_good	7	0.9002730693264536	651
202	means_*	2	0.9524717825268232	1269
203	raises_*	4	0.6076739856069983	2011
204	make_will	0	0.9130863859136734	1553
205	make_*	0	0.9206561923418138	4965
206	am_happy	5	0.7391806116950865	3793
207	see_*	6	0.9545266591911639	3174
208	have_tell	2	0.8814730536215383	210
209	secured_*	7	1.0255208374462785	182
210	remain_*	0	0.8574319739659211	1086
211	remain_will	0	0.7791573690431131	336
212	be_better	0	0.9423184686362605	280
213	be_might	0	0.9356481291793477	635
214	said_*	2	0.8159014185240084	5842
215	said_be	2	0.8447602247782048	446
216	have>*	3	0.9175043589274421	1280
217	while>*	6	0.7378794697972479	641
218	is_believe	7	0.7386394853571508	332
219	meet_will	5	1.003497626048283	287
220	meet_*	4	0.9645295874668751	648
221	reduced_have	2	1.0024688432597675	252
222	moved_have	2	0.9649113452625825	120
223	moved_*	2	0.9886447963478354	256
224	reduced_*	2	0.9849650554132704	678
225	have_make	5	0.9179034362784773	329
226	think_not	6	0.8219234248132443	2856
227	think_do	6	0.8240256029572733	2883
228	agree_however	7	0.46584914313126896	227
229	is_doing	6	0.9394493403538521	506
230	where>*	5	1.0006361920274722	729
231	ask_*	0	0.8527048469481913	1120
232	was_able	2	0.9427753291661879	208
233	share_*	4	0.8407061050182549	1898
234	working_*	4	0.7604776008121824	2750
235	working_closely	4	0.7754857805632562	475
236	working_with	4	0.7625612450643728	1284
237	working_are	4	0.7610273540279691	1951
238	be_shall	0	0.9092982492360384	1040
239	be_happy	0	0.9138600584705542	1712
240	done_*	3	1.141680783730155	2514
241	done_has	2	1.1465633505094706	662
242	created_*	2	0.9591913711782493	425
243	during>*	2	0.9514505451784416	626
244	believe_is	6	0.6134468838019068	2302
245	hope_do	7	0.8136610971069455	241
246	thought_have	2	0.7652456778484001	1039
247	thought_*	2	0.763427836447107	1958
248	thought_would	2	0.7662627958098049	356
249	says_is	2	0.7249036288645704	181
250	says_*	2	0.7499091103325422	893
251	believe_make	6	0.7897106665974255	101
252	were_*	2	0.7762830392605887	3017
253	were_in	2	0.8467465488775894	442
254	is_as	2	0.913515132395164	1006
255	continue_*	3	0.8175734218405794	4813
256	continue_will	4	0.8064191447845652	2539
257	continue_do	4	0.8153633130563317	697
258	note_*	1	0.6828469793937513	1465
259	appreciate_*	1	0.7767794450539708	1711
260	appreciate_will	1	0.7914896603221666	428
261	appreciate_is	5	0.8796084800009619	208
262	understand_must	5	0.8680383216222894	130
263	understand_is	5	0.7563126294879785	651
264	sympathise_*	5	0.9860996974260468	216
265	sympathise_with	5	0.9993398594359669	205
266	encouraged_*	3	0.8320878128585049	470
267	accept_*	6	0.7334191728983142	4089
268	is_emphasise	4	0.9843361233953838	158
269	take_must	5	0.8908895375714397	351
270	yes>*	7	0.7225909603812696	6578
271	are>*	4	0.7216964127072915	1731
272	is_at	2	0.9685176553250701	1113
273	is_with	7	0.8826189598462446	491
274	with>*	6	0.8938144912895662	2478
275	see_shall	6	0.9094726801323926	206
276	not>*	4	0.9462977416967734	1412
277	rests_*	3	0.9705030969248045	119
278	recognised_*	6	0.9317182325639963	501
279	was>*	2	0.899638187030894	626
280	made_was	3	0.8519022793806895	451
281	awaiting_*	3	0.9269535799086666	139
282	is_possible	6	0.9541173427659584	647
283	until>*	0	0.7769118234783623	390
284	agreed_have	3	0.9221303967337693	274
285	agreed_*	3	0.9536277729623862	1032
286	wants_*	2	0.8856765802726208	463
287	raised_been	3	0.8483216552475117	139
288	raised_*	3	0.788694668577609	1641
289	draw_*	1	0.8416170843907544	944
290	draw_to	1	0.8392900537186974	403
291	raised_with	3	0.7691318526828199	229
292	raised_has	3	0.8450081293280083	665
293	draw_shall	1	0.8229980896326096	336
294	taken_have	3	0.9700274848671245	1504
295	taken_*	3	0.9782158966158433	3602
296	was_in	2	0.8450498473070898	1115
297	hope_certainly	0	0.9876392989606411	133
298	as>to	0	0.9299897241652785	949
299	like_*	5	0.9065852983499602	2294
300	like_should	5	0.8791500636137227	824
301	is_aware	1	0.7903058367472776	1347
302	expressed_*	0	0.901571542324689	459
303	expressed_has	4	0.9442799355970446	120
304	do_well	6	0.910732754398872	155
305	do_would	6	0.8888888440620168	343
306	fallen_*	2	1.0181473307728965	611
307	fallen_has	2	1.0178944329628836	446
308	cause_*	6	0.8433740300389311	122
309	arise_*	0	0.7760533130526375	256
310	is_often	7	0.9869367528578085	129
311	look_into	5	0.8065698951433264	915
312	am_aware	5	0.7167799684739492	3897
313	look_shall	5	0.8051793582306542	910
314	look_*	5	0.8081989233940029	5308
315	is_draw	4	0.8251095548168652	838
316	is_essential	7	0.6963641075516158	633
317	agree_yes	7	0.45683418554663774	327
318	been_has	3	1.0975495098116888	7229
319	been_successful	3	1.090638686030855	294
320	yes_*	7	0.9215533311034296	2826
321	hope_help	7	0.8623160154207651	125
322	be_may	0	0.9267779037860662	1647
323	be_not	0	0.9144487601785524	2087
324	be_aware	0	0.9319554116711692	3499
325	am_anxious	5	0.8139606608967793	207
326	point_*	2	1.0904672874424126	1259
327	point_to	2	1.0891738028372708	526
328	point_out	2	1.0907630526005956	1155
329	is_through	7	0.8572412011291404	149
330	is_decide	6	0.8697013040766948	460
331	is_knows	1	0.9249671521273048	823
332	know_is	5	0.9027427057142091	1722
333	understand_been	5	0.8853305379597566	102
334	be_have	0	0.9490599083436354	245
335	be_able	0	0.9162216610531415	1300
336	reviewing_*	4	0.9019906700298104	312
337	reviewing_are	4	0.9450196396882463	209
338	examined_*	1	0.7858558985798156	324
339	continuing_*	3	0.808467009184228	520
340	continuing_are	3	0.7962135090347213	360
341	considering_*	3	0.8223537460588383	1772
342	considering_are	3	0.8082854596565769	1210
343	was_delighted	7	1.0054084022773802	138
344	answer_*	0	0.8029702704644042	479
345	answer_can	0	0.8370985844309718	174
346	answer_not	0	0.8246736947746298	166
347	reached_have	2	0.9137620243588092	169
348	reached_*	2	0.8499287460593485	432
349	be_do	0	0.9151473598651293	164
350	had_not	4	0.939970946532721	319
351	had_have	4	0.8389411159455362	2370
352	is_come	2	0.9263956077498592	365
353	is_not	6	0.7741271229915854	2787
354	consulted_*	3	0.89017710655722	271
355	need_*	7	0.8857888234905736	5969
356	need_consider	3	0.9394378527085931	111
357	write_shall	3	0.9112517318846911	256
358	write_*	3	0.9159485304502232	943
359	write_to	3	0.9159554110156839	884
360	in>which	0	1.0926744661527235	221
361	got_has	2	0.9666596553340836	213
362	got_*	2	0.9159467276143516	684
363	started_*	4	0.9227484919731267	400
364	started_have	4	0.9393266602162498	127
365	opened_*	7	1.042993745149792	162
366	examine_*	5	0.8085194928321744	505
367	examine_shall	5	0.8201235558759861	174
368	listened_to	6	1.0801983742843728	293
369	listened_*	6	1.0804718089130447	337
370	listened_have	6	1.0846209478518958	139
371	explained_*	2	0.8457327531235992	407
372	by>*	2	1.0326477952372672	961
373	knows_*	2	0.8051934060914389	3532
374	is_ensure	7	0.8405445522559299	1481
375	determined_*	4	0.9575496905272465	1127
376	determined_are	4	0.9247677572331645	740
377	said_have	2	0.8570899758142855	1619
378	received_*	1	0.8344035881980323	1484
379	received_has	1	0.845437245103416	281
380	decided_*	1	0.8881730459585783	762
381	decided_have	1	0.9730321354767887	198
382	welcomed_has	0	1.0737529979324671	211
383	welcomed_been	0	1.0758087296015866	244
384	welcomed_*	0	1.075215267532512	828
385	was_is	2	0.8769868430251527	210
386	are_on	4	0.9300189155485962	643
387	made_to	3	0.8482624659850103	464
388	made_being	3	0.8497043983851291	343
389	made_are	3	0.8420978270609755	389
390	hope_join	2	0.951559590550532	203
391	believe_not	6	0.5893569366145796	1498
392	believe_do	6	0.5942739950756118	1509
393	although>*	6	0.9313432167017315	1917
394	come_will	0	0.9358588906683571	568
395	come_to	0	0.9451234515339172	426
396	set_will	0	1.0593718208221963	198
397	come_*	0	0.9544738907313927	2066
398	discuss_will	5	0.7415819296753506	195
399	discuss_*	5	0.7191543458603473	592
400	been_for	3	1.0930743116899082	467
401	been_would	2	1.1133621160423237	495
402	been_to	3	1.100876253411978	211
403	been_not	3	1.0901780859747177	542
404	is_been	7	1.0010793586851696	1075
405	is_involved	7	0.7625690373201197	127
406	reiterate_*	1	0.8257420680149506	241
407	prepared_*	1	0.9396498822420385	827
408	prepared_am	6	0.926578894102092	341
409	discussed_*	3	0.6974577184997329	1265
410	say_not	0	0.8905342637683732	491
411	say_did	0	0.8827566565882808	154
412	made_has	3	0.8405358081255629	2366
413	considered_in	1	0.7752200591472355	197
414	considered_*	1	0.7725262318723991	1403
415	leave_*	2	0.9278910576831663	281
416	learned_for	5	0.9376343481977177	120
417	learned_*	1	0.8099874890359385	2127
418	are_at	4	1.019796527454239	637
419	perhaps>*	2	0.8489124343538333	1798
420	be_there	0	0.9382724113986598	3729
421	play_*	7	0.796105592702295	397
422	is_about	4	0.8482337263796336	1284
423	will>continue	3	0.7465576996733329	295
424	continue_work	4	0.6890114978043365	299
425	make_in	1	0.8970603070227474	186
426	there>has	3	1.0989728735981965	1758
427	includes_*	4	0.903310062802545	553
428	is_bring	7	0.8123724385845701	167
429	working_am	4	0.7661469712653669	106
430	knows_are	1	0.863199239613071	195
431	knows_also	0	0.8360505011130771	164
432	live_*	7	0.8408377217962905	149
433	want_course	4	0.9810436965002409	167
434	want_do	5	0.9496162226946929	1162
435	look_forward	5	0.8151593266898355	1623
436	put_have	2	1.1309084572466852	805
437	put_*	2	1.1261868545044935	3020
438	increased_*	2	1.0329735972362206	2154
439	increased_has	2	1.0306405975716284	745
440	put_in	2	1.1292557570575266	807
441	played_*	7	0.786786973371371	265
442	played_has	7	0.8948289525192843	100
443	is_want	7	0.8354739698629622	806
444	so>*	0	0.9445891243796957	2840
445	continue_is	3	0.8208153268487556	118
446	goes_*	2	0.88583153695158	563
447	think_is	6	0.83280411840881	3215
448	get_*	5	0.8920542565280153	1639
449	get_will	5	0.949295581712269	439
450	congratulate_*	5	0.8505117635972675	2130
451	involves_*	4	0.8857967133769411	324
452	know_do	2	0.8753889349558576	1550
453	know_not	2	0.8690820089157434	1622
454	in>other	0	1.028711160628478	233
455	refused_*	2	0.9014817877055336	148
456	bring_*	5	0.9224345300650265	674
457	improve_*	4	0.9822206153738096	264
458	bring_to	7	0.8276909666878196	207
459	become_*	2	1.000924004122364	423
460	become_will	0	0.9135455737246053	115
461	come_from	4	0.9409244830080864	290
462	is_improve	7	0.8316905292606338	135
463	tell_will	2	0.6915717037587624	258
464	is_looking	4	0.9976110674831308	196
465	is_am	7	0.8712642396416233	610
466	believe_has	6	0.6169827347792863	138
467	had_already	4	0.7743734179195574	155
468	also>*	0	1.0509774611726865	391
469	point_would	2	1.094847541497167	164
470	agree_absolutely	7	0.4466432227490722	385
471	remains_*	3	1.0097057269607057	1153
472	passed_*	3	0.8857074002946692	254
473	working_is	4	0.7610764674834364	546
474	done_have	2	1.1334569858760872	955
475	done_not	3	1.1446206091901114	156
476	is_necessary	7	0.6616329186425507	418
477	need_make	7	0.9287011056728941	316
478	is_try	7	0.864747555811026	314
479	more>*	2	0.9531617090025515	927
480	needed_is	7	1.0562874119893026	140
481	needed_*	7	1.0639628591424575	321
482	have_is	0	1.007943743899306	716
483	have_have	0	0.8821610177420025	289
484	is_worth	7	0.7436544413713319	1021
485	when_*	0	0.8975031634464115	257
486	be_would	0	0.919783414805507	7202
487	doing_are	4	0.7177325253507995	1466
488	introduced_have	4	0.9126470126219136	571
489	first>*	2	0.9169590578749933	3095
490	introduced_*	4	0.9480873497413128	1252
491	are_of	6	1.0105576791973632	670
492	and>*	4	0.9201349442974416	316
493	want_make	4	0.9308309082449634	445
494	think_was	6	0.8305898403460956	302
495	think_in	6	0.8360389369332365	171
496	are_happy	4	1.084169728916496	170
497	welcomed_have	0	1.0762372179757018	186
498	welcomed_by	0	1.0751483844248715	270
499	giving_*	4	0.8036014571116562	508
500	giving_are	4	0.7516690265441563	308
501	is_well	4	0.9672351784634545	286
502	give_not	0	0.8255876364809878	770
503	be_should	0	0.931876338982167	2532
504	course_of	2	1.0209184695958209	247
505	course_*	2	1.0209184695958207	247
506	depends_on	0	1.0454570639652763	358
507	depends_*	6	1.020106077276478	441
508	have_did	0	0.9784102051271916	115
509	actually>*	2	0.899619570707524	166
510	have_not	0	0.9295219475921396	1534
511	be_are	0	0.923558098601849	444
512	trying_*	4	0.8521536259662444	1280
513	trying_am	4	0.9191006653813525	112
514	no>*	6	0.5811401625226443	3197
515	receive_*	0	0.924462847865647	676
516	think_am	6	0.887746963470707	162
517	am_sorry	2	0.7508955794937962	1277
518	is_no	6	0.6633358249034311	409
519	have_for	7	0.8809581301077787	159
520	get>*	5	0.7297850953481504	166
521	stay_*	0	1.0322497506530164	123
522	look_certainly	5	0.8084967709485282	589
523	look_carefully	5	0.8183059463888102	359
524	look_at	5	0.812481800214669	2107
525	look_will	5	0.805304839384888	1617
526	give_will	0	0.7840229730597263	717
527	get_back	5	0.7294014379229706	109
528	look_can	5	0.827648596573064	135
529	be_can	0	0.9466449875880413	1089
530	there>can	0	0.9828934056715259	183
531	why>*	2	0.7902136695299992	527
532	realise_is	6	0.8401899251679119	162
533	see_as	7	0.9605481235592515	136
534	see_will	6	0.908283754873943	935
535	is_have	7	0.8390128033241999	2286
536	agree_be	7	0.45170795642469297	405
537	point_however	2	1.0962529196145085	128
538	let_be	2	0.8059945001602651	380
539	used_*	6	1.0282022837273257	992
540	used_be	6	1.059851785261033	283
541	is_now	2	0.9516523196408203	1371
542	unlike>*	2	0.866489931958584	291
543	do_will	7	0.9914375476793872	1369
544	is_done	2	0.9697219632893911	375
545	come_not	0	0.9520248206585722	215
546	developed_*	4	0.8592552207085511	224
547	indeed>*	7	0.9804897450613841	3397
548	talked_*	4	0.8467603245961401	364
549	talked_about	4	0.8221828166703141	205
550	came_to	2	1.0259084573076165	129
551	learn_*	4	0.834369536885568	258
552	think_have	6	0.8439579320807623	314
553	am_of	4	0.8169782547025365	297
554	am_also	5	0.7916855997424522	202
555	tells_*	2	1.0205765690064699	126
556	even>if	0	1.0410012386365801	145
557	risen_have	2	0.9892258104548639	139
558	risen_*	2	0.9804091950339552	503
559	is_remember	4	1.0638641808050584	177
560	be_difficult	0	0.950420788988355	203
561	very>*	3	0.8705652509180569	221
562	what>is	6	0.8941661105693463	967
563	is_what	6	0.8791685648229582	411
564	gone_have	2	1.0741829699443488	346
565	gone_*	2	1.0724325063174098	862
566	gone_up	2	1.0700530617243396	237
567	have_shall	5	0.8619364505709173	692
568	see_do	5	0.9394587921909473	292
569	see_not	6	0.8363070532529542	351
570	have_obviously	0	0.8822696324225102	170
571	confirm_*	0	0.8512214970232648	2145
572	confirm_can	0	0.8499819684907288	1332
573	makes_clear	1	0.9332231150748912	161
574	am_confident	4	0.8466357049724834	619
575	say_may	0	0.9002802390488547	291
576	know_will	5	0.8625705348785351	4156
577	secondly>*	2	0.9138688410589864	1602
578	suppose_*	6	0.8679105009173022	182
579	failed_*	2	0.8333875316753745	349
580	tried_*	2	1.003689241942025	440
581	agree_not	7	0.47497429741065633	1303
582	agree_no	7	0.4879464328996084	170
583	agree_would	7	0.4682438199914385	170
584	increased_by	2	1.031558994014406	570
585	increased_in	2	1.0301202770001543	366
586	drawn_*	1	0.8650699265245673	353
587	continue_be	3	0.8459455211807153	264
588	does_*	6	0.8112565827337476	870
589	represented_*	4	0.9251237949125345	166
590	given_*	3	0.8700357373550507	2537
591	next>*	0	1.0257905323001788	162
592	find_*	6	0.6918567831197128	1917
593	believe_in	6	0.6299171705550509	428
594	planning_*	0	1.0179925278973385	123
595	putting_*	4	0.9342043300828468	515
596	make_to	0	0.8867688836539263	217
597	make_shall	0	0.8330255321714086	481
598	made_always	3	0.8620152740188252	176
599	make_sure	4	0.9127893283172889	681
600	make_also	5	0.9328805004531088	103
601	do_can	7	0.9236070477297492	484
602	ruled_*	0	1.0093812924738863	109
603	confirm_yes	0	0.9317007897135915	109
604	is_interesting	7	0.8824535020760881	534
605	reassure_can	3	0.742822458742676	454
606	included_*	3	0.8625174864344113	362
607	wonder_*	2	0.7052298929304205	280
608	seem_be	6	0.7910054346987211	112
609	seem_does	6	0.814536779283793	158
610	seem_*	6	0.8023185024451258	572
611	is_however	6	0.8811995447277675	2928
612	increase_*	2	0.9713305307539846	409
613	increased_have	2	1.039760296655245	825
614	on_*	0	0.8916498071308014	627
615	emphasise_*	1	0.6830771943508569	396
616	have_knows	3	0.8465553617202191	157
617	arises_*	1	0.9556082678633496	108
618	happening_*	4	1.0284164396137485	328
619	happening_is	2	1.0320673765152863	284
620	is_open	5	0.9656831147496943	264
621	recognise_*	4	0.8613034632496018	3165
622	feel_*	0	0.9153481242893383	522
623	asked_*	2	0.8703620760771819	2620
624	asked_has	0	0.7904077949296808	326
625	asked_for	3	0.9219200839728177	233
626	know_as	5	0.908955251088681	477
627	know_have	5	0.9058766901971992	248
628	know_from	4	0.8840716242020675	309
629	realise_will	2	0.8521284893888691	225
630	give_can	0	0.7987020060436046	1944
631	be_however	0	0.9181095024109129	730
632	want_will	5	0.8567686994571411	298
633	under>*	2	0.9977874170426725	1277
634	arise_not	0	0.810721713372525	126
635	is_do	7	0.9555775150615773	846
636	how>*	2	0.9713198863407987	556
637	asked_been	0	1.025113270074506	548
638	asked_reply	2	0.8515130446300566	458
639	asked_have	3	0.9067631878356683	1065
640	refer_*	6	0.81080092993061	4827
641	seems_*	2	0.7497474681003832	1243
642	well>*	2	0.8948229673903769	411
643	seems_be	6	0.8426861366651398	303
644	regret_*	2	0.9228210234681038	653
645	is_certainly	7	0.9628789964691348	896
646	agree_certainly	7	0.4332686410723812	595
647	ensure_*	4	0.9105797000890445	2769
648	ensure_will	4	0.896641111703946	1084
649	think_said	6	0.8741455521261069	133
650	reflects_*	2	1.078951414857869	249
651	have_in	4	0.9394697415995451	929
652	is_clear	7	0.9408135488413822	1663
653	refer_to	6	0.8003432592633045	2777
654	learned>*	1	0.8776222322376915	706
655	confirm_will	0	0.9252979953934765	159
656	identified_*	4	0.7490764764572069	321
657	unfortunately>*	6	0.9906738237457852	554
658	is_under	3	0.8465476654217299	738
659	confirm_is	0	0.8578189921053851	285
660	listen_*	5	1.050703870441281	534
661	listen_to	5	1.0484006902134049	450
662	may>*	0	0.8871001660431878	906
663	echo_*	0	0.9772697239328207	133
664	act_*	1	0.8486938321241937	215
665	mean_*	6	0.7661240206303062	1078
666	mean_would	6	0.6909352387600559	187
667	only>*	3	0.9035740037181921	770
668	both>*	3	0.9595746040430796	182
669	taken_been	3	0.9682108010867395	418
670	taken_has	3	0.978784596167757	616
671	considering_carefully	1	0.7710547079984457	111
672	announce_*	3	0.7936131139904414	321
673	reach_*	1	0.747956959912757	167
674	noted_*	5	0.8998048532072696	484
675	accept_not	6	0.7341084067579337	1502
676	accept_do	6	0.7338298457973661	1351
677	place_*	3	0.8065061853327702	123
678	give_certainly	0	0.8005872536817568	322
679	considered_carefully	1	0.7758702971096509	145
680	assure_be	3	0.8468260289222802	170
681	acknowledge_*	6	0.954864176925862	771
682	involved_is	4	0.7601632157106613	138
683	involved_in	3	0.8227050631875054	480
684	involved_*	3	0.8239406143825772	835
685	support_*	7	0.9054533728013725	1407
686	agree_are	7	0.46081824388495796	387
687	consider_*	5	0.7348244931594656	2586
688	consider_shall	5	0.7652679690982828	891
689	hope_made	3	0.8475306470364119	122
690	considering_is	3	0.8642736060387922	326
691	taken_into	3	0.989150317028982	434
692	put_to	2	1.1171958575792902	346
693	once>*	0	0.7138201021091074	624
694	is_always	6	0.8566674338623476	502
695	is_correct	2	0.99380128283122	1482
696	is_yes	4	0.9763781138787048	993
697	were_there	2	0.8381861284253083	821
698	using_*	4	0.9004895626884668	172
699	using_are	4	0.8704462522829378	110
700	pay>*	7	0.7523873369810753	125
